tcpID,only_chapter,verse,corrupted_book,corrupted_ch_only,corrupted_v_only,all_corrupt,corrupt_ratio,total
B04652,3,68,0,0,6,0,0.07792207792207792,77
A11789,15,56,2,1,3,0,0.07792207792207792,77
A77856,17,54,1,2,3,0,0.07792207792207792,77
A09999,26,57,2,3,2,0,0.07777777777777778,90
A29529,18,267,2,3,18,1,0.07766990291262135,309
A30793,43,76,1,2,5,2,0.07751937984496124,129
A13078,129,171,2,14,7,2,0.07692307692307693,325
A43816,3,57,0,1,4,0,0.07692307692307693,65
A66418,1,35,0,0,3,0,0.07692307692307693,39
B25291,1,11,0,0,1,0,0.07692307692307693,13
A02612,2,10,0,1,0,0,0.07692307692307693,13
A76408,6,6,1,0,0,0,0.07692307692307693,13
A10393,0,12,0,0,1,0,0.07692307692307693,13
A30217,2,10,0,1,0,0,0.07692307692307693,13
A92847,2,10,0,0,1,0,0.07692307692307693,13
A29628,1,11,0,0,1,0,0.07692307692307693,13
A48314,4,8,0,1,0,0,0.07692307692307693,13
A65982,3,9,0,1,0,0,0.07692307692307693,13
A16166,10,2,0,1,0,0,0.07692307692307693,13
A51356,1,11,1,0,0,0,0.07692307692307693,13
A14757,2,10,0,1,0,0,0.07692307692307693,13
B21346,1,11,0,0,1,0,0.07692307692307693,13
A60326,0,12,1,0,0,0,0.07692307692307693,13
A48450,2,10,0,0,1,0,0.07692307692307693,13
A91754,2,10,1,0,0,0,0.07692307692307693,13
A61475,2,10,0,0,1,0,0.07692307692307693,13
A61574,8,137,0,2,10,0,0.07643312101910828,157
A04859,25,60,0,0,7,0,0.07608695652173914,92
A02054,12,61,5,0,1,0,0.0759493670886076,79
A04985,994,655,11,66,58,0,0.07567264573991031,1784
B13601,16,510,1,2,27,13,0.07557117750439367,569
A92765,9,299,8,0,16,1,0.07507507507507508,333
A17724,5,69,0,2,3,1,0.075,80
A16590,37,0,1,2,0,0,0.075,40
A81919,1,36,0,2,1,0,0.075,40
A02266,2,159,1,0,6,6,0.07471264367816093,174
A01346,32,93,3,2,4,1,0.07407407407407407,135
A01980,6,44,1,2,0,1,0.07407407407407407,54
A56317,1,49,2,0,2,0,0.07407407407407407,54
A07764,1,24,0,0,1,1,0.07407407407407407,27
